Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
The Rand McNally new commercial atlas map of Alaska,The Rand McNally new commercial atlas map of Alaska,,English,Rand McNally and Company,,Railroads,1914,,,Alaska,"-174.0,-114.0,72.0,46.0",https://umedia.lib.umn.edu/item/p16022coll230:2551,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2551/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2551,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2551/manifest.json,UMN_ALMA:9917178230001701,p16022coll230:2551,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Tongass National Forest : Alaska,Tongass National Forest : Alaska,,English,United States. Forest Service,,,1910,,,Alaska,"-124.0,-116.0,61.0,54.0",https://umedia.lib.umn.edu/item/p16022coll230:2585,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2585/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2585,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2585/manifest.json,UMN_ALMA:9935236090001701,p16022coll230:2585,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Tongass National Forest, Alaska : Copper River meridian","Tongass National Forest, Alaska : Copper River meridian",,English,United States. Forest Service,,,1929,,,Alaska,"-138.0,-130.0,60.0,54.0",https://umedia.lib.umn.edu/item/p16022coll230:2548,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2548/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2548,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2548/manifest.json,UMN_ALMA:9943463760001701,p16022coll230:2548,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Topographic map, Lassen Volcanic National Park, California","Topographic map, Lassen Volcanic National Park, California",,English,Geological Survey (U.S.),,,19261960,,,California,"-121.5833,-121.25,40.5833,40.3667",https://umedia.lib.umn.edu/item/p16022coll230:2522,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2522/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2522,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2522/manifest.json,UMN_ALMA:9954268670001701,p16022coll230:2522,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Topographic map of Kotsina-Kuskulana District, Copper River region, Alaska","Topographic map of Kotsina-Kuskulana District, Copper River region, Alaska",,English,Geological Survey (U.S.),,Copper River Region (Alaska),1922,,,Alaska,"-144.25,-143.5833,61.8333,61.5167",https://umedia.lib.umn.edu/item/p16022coll230:2529,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2529/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2529,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2529/manifest.json,UMN_ALMA:9927558810001701,p16022coll230:2529,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Topographic map of the Grand Canyon National Park, Arizona","Topographic map of the Grand Canyon National Park, Arizona",,English,Geological Survey (U.S.),,,1927,,,Arizona,"-112.75,-111.75,36.4167,35.95",https://umedia.lib.umn.edu/item/p16022coll230:2622,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2622/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2622,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2622/manifest.json,UMN_ALMA:9936214700001701,p16022coll230:2622,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Topographic map of the State of Arizona,Topographic map of the State of Arizona,,English,"Darton, Nelson Horatio, 1865-1948",,,1923,,,Arizona,,https://umedia.lib.umn.edu/item/p16022coll230:2497,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2497/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2497,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2497/manifest.json,UMN_ALMA:9940918230001701,p16022coll230:2497,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Topographic map of Yosemite National Park, California","Topographic map of Yosemite National Park, California",,English,Geological Survey (U.S.),,,1929,,,California,"-120.0,-119.0,38.1667,37.5",https://umedia.lib.umn.edu/item/p16022coll230:2525,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2525/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2525,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2525/manifest.json,UMN_ALMA:9933942820001701,p16022coll230:2525,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Topographic map of Yosemite National Park, California","Topographic map of Yosemite National Park, California",,English,Geological Survey (U.S.),,,1920,,,California,"-120.0,-119.0,38.25,37.5",https://umedia.lib.umn.edu/item/p16022coll230:2557,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2557/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2557,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2557/manifest.json,UMN_ALMA:9933942080001701,p16022coll230:2557,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Utah : Tintic mining map,Utah : Tintic mining map,,English,Geological Survey (U.S.),,,1898,,,Utah,"-112.1417,-112.0917,39.9667,39.9",https://umedia.lib.umn.edu/item/p16022coll230:2582,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2582/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2582,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2582/manifest.json,UMN_ALMA:9935789700001701,p16022coll230:2582,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Wasatch National Forest, Utah","Wasatch National Forest, Utah",,English,United States. Forest Service,,,1917,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2629,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2629/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2629,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2629/manifest.json,UMN_ALMA:9973997805001701,p16022coll230:2629,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Willson & Co's indexed sectional map of Southern California,Willson & Co's indexed sectional map of Southern California,,English,Willson & Co,,,1895,,,California,"-122.0,-114.0,36.0,32.0",https://umedia.lib.umn.edu/item/p16022coll230:2542,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2542/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2542,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2542/manifest.json,UMN_ALMA:9961950390001701,p16022coll230:2542,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Juneau and vicinity, Alaska","Juneau and vicinity, Alaska",,English,Geological Survey (U.S.),,,1918,,,"Juneau, Alaska","-134.4667,-134.2,58.35,58.2167",https://umedia.lib.umn.edu/item/p16022coll205:676,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/676/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/676,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/676/manifest.json,UMN_ALMA:9974002886901701,p16022coll205:676,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
